Sno.,Acronym,Name,Current Price,Price Change Per Day,Price Change Per Week,Percentage Change Per Day,Percentage Change Per Week
4370,NF02,Netwest Finance,1.00,0.0000,Nan,0.0000,Nan
4371,N03,Network,4.80,0.0000,0,0.0000,0
4372,ST18,Zenotech Labs,33.20,0.1500,0.45,0.4539,1.3700
4373,NL,Neuland Lab,1180.65,32.6000,99.45,2.8396,9.2000
4374,NS08,Nevtia Spinners,1.80,0.0000,Nan,0.0000,Nan
4375,NCC04,New City Credit,0.00,0.0000,Nan,Nan,Nan
4376,NEA,New Era Alkaloi,0.00,0.0000,Nan,Nan,Nan
4377,NEU,New Era Urban,1.60,0.0000,Nan,0.0000,Nan
4378,NIA,New India Assur,105.05,0.5000,1.25,0.4782,1.2000
4379,NII01,New India Ind,100.00,4.0000,Nan,4.1667,Nan
4380,NLA,New Light Appar,33.35,0.0000,0,0.0000,0
4381,NPI02,New Plastomers,1.25,-0.4000,Nan,-24.2424,Nan
4382,NWM,New World,1.00,-0.2000,Nan,-16.6667,Nan
4383,NTW,Newever Trade,2.16,0.0000,0,0.0000,0
4384,NST01,Newgen Software,220.20,3.2500,-3.60,1.4980,-1.6100
4385,II13,Newtime Infra,22.15,0.0000,0,0.0000,0
4386,NEC,Newton Engineer,10.00,0.0000,0,0.0000,0
4387,NS09,Nexcen Softech,1.10,-0.0500,Nan,-4.3478,Nan
4388,MDM01,Next Mediaworks,5.42,0.0000,-0.28,0.0000,-4.91
4389,SAT02,Nextgen,1.78,-0.0600,Nan,-3.2609,Nan
4390,NS03,Nexus Software,0.25,0.0000,Nan,0.0000,Nan
4391,NCA,Nexus Surgical,4.17,0.0000,0,0.0000,0
4392,NIL,Neycer India,0.00,0.0000,Nan,Nan,Nan
4393,NF06,NFL,32.95,0.5500,0.45,1.6975,1.3800
4394,NGI,NG Industries,45.55,-1.4500,-1.45,-3.0851,-3.0900
4395,NGL,NGL Fine Chem,740.00,-0.3500,-8.75,-0.0473,-1.1700
4396,MSE,NHC Foods,9.04,0.0100,-1.31,0.1107,-12.6600
4397,N07,NHPC,20.20,0.0000,0.00,0.0000,0.0000
4398,KF,SAAG RR Infra,1.06,0.0000,Nan,0.0000,Nan
4399,NC06,Nicco Corp,0.38,0.0000,0,0.0000,0
4400,NPR01,Nicco Parks,48.20,-2.5000,-1.80,-4.9310,-3.6000
4401,NUF,Nicco Uco Fin,0.19,0.0000,0,0.0000,0
4402,NG01,Nidhi Granites,22.30,0.0000,0,0.0000,0
4403,NP11,Nidhi Polyester,1.78,0.0800,Nan,4.7059,Nan
4404,NIEHS54283,NIEHF,1.38,-0.1200,0.09,-8.0000,6.9800
4405,NIESS54284,NIESF,0.26,0.0200,0,8.3333,0
4406,NIESS54283,NIESF,3.20,0.2300,0.95,7.7441,42.2200
4407,NETFS54274,NIESN5,35.50,-0.5000,0,-1.3889,0
4408,N50,Nifty 50 ,NT*,0.0000,Nan,0.0000,Nan
4409,NNL,Nihon Nirmaan,0.00,0.0000,Nan,Nan,Nan
4410,NN,Nihonirman,NT*,0.0000,Nan,0.0000,Nan
4411,NII,NIIT,131.80,-1.3500,4.10,-1.0139,3.2100
4412,NAP,Nijjer Agro,10.00,0.0000,0,0.0000,0
4413,NA01,Nikhil Adhesive,150.05,5.4500,-0.30,3.7690,-0.2000
4414,NGF,Nikki Global,5.05,0.0000,0,0.0000,0
4415,NDP,Nikumbh Dairy,0.40,0.0000,Nan,0.0000,Nan
4416,NHI,Nila Infra,4.51,-0.0500,-0.18,-1.0965,-3.8400
4417,I,Nilachal Refra,45.00,0.0000,0,0.0000,0
4418,N01,Nile,262.00,-7.5500,-3.20,-2.8010,-1.2100
4419,NP08,Nilkamal,1311.60,-4.1500,61.70,-0.3154,4.9400
4420,NEL01,Nilkanth Engine,0.00,0.0000,Nan,Nan,Nan
4421,NUL01,Nilsin Ultrache,0.00,0.0000,Nan,Nan,Nan
4422,N51,Nimbus,NT*,0.0000,Nan,0.0000,Nan
4423,NI07,Nimbus Ind,1.75,0.0000,0,0.0000,0
4424,NCJ,Nimbus Projects,23.50,0.0000,-1.2,0.0000,-4.86
4425,NSL04,NINtec SYSTEMS ,25.40,0.0000,0,0.0000,0
4426,RNL,Nippon,265.90,3.9500,11.60,1.5079,4.5600
4427,BAM02,Nippon ETF Ba,223.63,7.7800,12.61,3.6044,5.98
4428,GBE,Nippon ETF Gold,44.11,-0.0900,0.51,-0.2036,1.1700
4429,BMF01,Nippon ETF Ha,320.06,-12.8900,4.96,-3.8715,1.57
4430,NBE01,Nippon ETF Ni,121.55,1.6400,3.76,1.3677,3.1900
4431,RMF06,Reliance Ser A,21.15,0.0000,0,0.0000,0
4432,BMF,Nippon ETF PS,14.18,0.0600,0.13,0.4249,0.93
4433,NCS02,Niraj Cement,38.25,1.7500,5.10,4.7945,15.3800
4434,NPL,Niraj Petrochem,0.00,0.0000,Nan,Nan,Nan
4435,NP12,Nirajpetro,NT*,0.0000,Nan,0.0000,Nan
4436,NC04,Nirav Comm,163.00,0.0000,-7,0.0000,-4.12
4437,N02,Nirlon,243.00,2.8500,2.45,1.1868,1.0200
4438,N,Nirma,255.65,0.1500,Nan,0.0587,Nan
4439,NMF,Nirmal Metal,7.08,0.0000,0,0.0000,0
4440,NC07,Nirman Cement,13.00,-3.0000,Nan,-18.7500,Nan
4441,NS04,Nirup Synchrome,1.50,0.1000,Nan,7.1429,Nan
4442,NSA01,Niryat Sam,12.90,0.6100,Nan,4.9634,Nan
4443,NSL01,Nisha Synthetic,0.00,0.0000,Nan,Nan,Nan
4444,NPM,Nishant Paper,3.35,-0.9000,Nan,-21.1765,Nan
4445,NC9,Nissan Copper,0.75,0.0000,0,0.0000,0
4446,NFL,Nisu Fincap Ltd,0.00,0.0000,Nan,Nan,Nan
4447,N52,Neil Industries,9.41,-0.1900,-0.94,-1.9792,-9.0800
4448,NFP01,Nitin Fire Prot,0.67,-0.0300,0.03,-4.2857,4.6900
4449,NS12,Nitin Spinners,39.00,1.0500,-0.60,2.7668,-1.5200
4450,BTSYN54220,Nivaka Fashions,8.50,-0.4000,-0.4,-4.4944,-4.49
4451,NTL,Nivi Trading,0.00,0.0000,Nan,Nan,Nan
4452,SVE,Nivyah Infra,1.13,0.0000,0,0.0000,0
4453,NSM01,Niwas Spinning,2.00,0.3500,Nan,21.2121,Nan
4454,MGF03,Niyogin Fintech,71.15,1.3500,5.30,1.9341,8.0500
4455,NKI,NK Industries,18.40,0.8500,-1.55,4.8433,-7.7700
4456,NLC,NLC India,50.45,0.7500,1.20,1.5091,2.4400
4457,N09,NMDC FPO,NT*,0.0000,Nan,0.0000,Nan
4458,NBI,Noble Bros Impe,4.00,0.4000,Nan,11.1111,Nan
4459,NE03,Noble Explochem,4.90,0.0000,0,0.0000,0
4460,NA02,Noel Agritech,0.80,-0.2000,Nan,-20.0000,Nan
4461,NM,Noida Medicare,6.50,0.0000,0,0.0000,0
4462,NTB,Noida Toll,3.40,-0.0900,-0.05,-2.5788,-1.4500
4463,NTE,Norben Tea,2.20,0.0000,Nan,0.0000,Nan
4464,NM01,Norris Medicine,5.00,0.0000,0.00,0.0000,0.0000
4465,NI09,Nortech,1.00,0.0000,Nan,0.0000,Nan
4466,NEC01,North Eastern,8.44,0.4000,0.36,4.9751,4.4600
4467,NSG,North Star Gems,1.00,0.0000,Nan,0.0000,Nan
4468,NPL01,Northern Proj,0.00,0.0000,Nan,Nan,Nan
4469,NS14,Narayani Steels,24.50,0.0000,-0.95,0.0000,-3.73
4470,NCT,Northgate Com,NT*,0.0000,Nan,0.0000,Nan
4471,NSC01,Northland Sugar,0.00,0.0000,Nan,Nan,Nan
4472,NFC01,Northlink Fisc,28.30,0.0000,0,0.0000,0
4473,NSC,Northsug,NT*,0.0000,Nan,0.0000,Nan
4474,NF04,Nouveau Global,12.93,0.2500,0.49,1.9716,3.9400
4475,NEM,Nova Electro,1.70,0.1000,Nan,6.2500,Nan
4476,NI10,Nova Intl,1.00,0.0000,Nan,0.0000,Nan
4477,NIS,Nova Iron,3.70,0.0000,-0.40,0.0000,-9.7600
4478,SSB,Nova Publicat,18.50,0.7000,0,3.9326,0
4479,NP10,Nova Pumech,1.00,0.0000,Nan,0.0000,Nan
4480,NSI01,Nova Steels,1.10,0.1000,Nan,10.0000,Nan
4481,NSL03,Nova Surgikos,0.00,0.0000,Nan,Nan,Nan
4482,NUL,Nova Udyog Ltd,0.00,0.0000,Nan,Nan,Nan
4483,NP14,Noble Polymers,0.31,0.0000,0,0.0000,0
4484,NI01,Nahar Intl,15.21,-0.2200,Nan,-1.4258,Nan
4485,NRL,Novateor Labs,3.66,-0.1400,-0.13,-3.6842,-3.4300
4486,NI11,Novopan,39.55,0.0000,0,0.0000,0
4487,NPR,NPR Finance,14.40,0.0000,0.63,0.0000,4.58
4488,NRA,NR Agarwal,190.40,-3.7500,0.25,-1.9315,0.1300
4489,NRI,NR Intl,5.00,0.0000,0,0.0000,0
4490,NRB,NRB Bearings,73.05,0.2500,0.05,0.3434,0.0700
4491,NRB01,NRB Industrial,6.88,0.3200,0.49,4.8780,7.6700
4492,NRC,NRC,3.65,0.0000,0,0.0000,0
4493,NRS,NRS Textile,1.00,0.0000,Nan,0.0000,Nan
4494,JNI,Nse midcap,NT*,0.0000,Nan,0.0000,Nan
4495,NILAS7450,NSL,1.15,0.0100,-0.07,0.8772,-5.7400
4496,NETRI54211,NSL,5.41,0.1000,0,1.8832,0
4497,NSL,NSL,4.80,0.0000,Nan,0.0000,Nan
4498,RDB,NTC Industries,27.25,-0.3500,0.20,-1.2681,0.7400
4499,NTP,NTPC,84.80,-0.4000,0.10,-0.4695,0.1200
4500,N08,NTPC (FPO),NT*,0.0000,Nan,0.0000,Nan
4501,NTI02,Nu Tek India,0.29,0.0000,0,0.0000,0
4502,NTA,Nu-Tech Agros,0.00,0.0000,Nan,Nan,Nan
4503,NI12,Nubal India,7.00,0.8000,Nan,12.9032,Nan
4504,N04,Nuchem,1.21,-0.0600,Nan,-4.7244,Nan
4505,NS,Nucleus Softwar,676.60,6.3000,-0.25,0.9399,-0.0400
4506,NW,Nucor Wires,1.85,-0.6000,Nan,-24.4898,Nan
4507,NI13,Nufab Ind,4.30,-0.2000,Nan,-4.4444,Nan
4508,NGI02,Nuline Glasswar,0.00,0.0000,Nan,Nan,Nan
4509,NE04,Numech Emballag,4.35,0.0000,Nan,0.0000,Nan
4510,NUP,Numero Uno,1.02,-0.0500,Nan,-4.6729,Nan
4511,NGL01,Nutech Global,12.90,0.0000,0,0.0000,0
4512,NOC01,Nutech Organic,1.00,0.0000,Nan,0.0000,Nan
4513,NPI03,Nutraplus India,5.10,0.0700,-0.43,1.3917,-7.7800
4514,NON,Nuway Organic N,7.01,0.0000,0,0.0000,0
4515,RTC01,Nyssa Corp,0.43,-0.0200,-0.04,-4.4444,-8.5100
4516,C14,O. P. Chains,11.00,0.0000,0,0.0000,0
4517,OI10,Oasis Infotech,1.00,0.0000,Nan,0.0000,Nan
4518,OS01,Oasis Sec,25.60,0.0000,0,0.0000,0
4519,UI06,Oasis Textiles,2.20,0.2000,Nan,10.0000,Nan
4520,OT06,Oasis Tradelink,0.92,0.0000,-0.03,0.0000,-3.16
4521,OP,Oberoi Plastics,1.00,0.0000,Nan,0.0000,Nan
4522,OR,Oberoi Realty,408.30,14.2500,5.50,3.6163,1.3700
4523,OIS,Objectone Info,2.68,0.0000,0.04,0.0000,1.52
4524,OAI,Ocean Agro,17.60,0.0000,-0.9,0.0000,-4.86
4525,OI08,Ocean Infra,1.36,0.0600,Nan,4.6154,Nan
4526,OKL,Ocean Knits Ltd,0.00,0.0000,Nan,Nan,Nan
4527,OSS,Oceana Software,1.00,0.0000,Nan,0.0000,Nan
4528,OBI,Oceanaa Biotek,7.68,0.3600,0.38,4.9180,5.2100
4529,OF03,Kohinoor Broad,0.24,0.0000,0,0.0000,0
4530,OML,Oceanic Magneti,0.00,0.0000,Nan,Nan,Nan
4531,OCL03,OCL Iron,3.00,-0.0300,0.12,-0.9901,4.1700
4532,OCC01,Octal Credit,4.69,0.0000,0,0.0000,0
4533,OIL01,Octanorm India ,0.00,0.0000,Nan,Nan,Nan
4534,OI12,Octav Invest,22.70,2.5000,Nan,12.3762,Nan
4535,OP03,Octavius,1.00,0.0000,0,0.0000,0
4536,OT08,Octaware Techno,75.20,0.0000,0,0.0000,0
4537,DBE,Odisha Cement,2438.05,0.0000,0,0.0000,0
4538,OFS,Odyssey Corp,0.72,0.0000,-0.01,0.0000,-1.37
4539,OT01,Odyssey Tech,29.50,1.0000,0.35,3.5088,1.2000
4540,OVC,Odyssey Video,3.94,0.1400,Nan,3.6842,Nan
4541,OCT,Oil Country,4.15,0.1500,0.20,3.7500,5.0600
4542,OI13,Oil India,88.70,-1.0500,1.20,-1.1699,1.3700
4543,OTP,Ojas Techno,1.05,-0.3000,Nan,-22.2222,Nan
4544,OKP,OK Play,21.00,-1.1000,-2.10,-4.9774,-9.0900
4545,OLI,Okara Leasing,2.00,0.0000,Nan,0.0000,Nan
4546,GI29,Grovy India,30.00,0.0000,0,0.0000,0
4547,OC,Olympia Capital,1.30,0.2000,Nan,18.1818,Nan
4548,OI02,Olympia Ind,12.06,0.0000,0,0.0000,0
4549,OC04,Oricon Ent,17.90,-0.1500,0.20,-0.8310,1.1300
4550,OMF,Olympic Fin Ser,3.60,0.6000,Nan,20.0000,Nan
4551,OOI,Olympic Oil Ind,55.50,0.0000,0,0.0000,0
4552,OSC,Om Sindhoori,5.15,-0.5000,Nan,-8.8496,Nan
4553,OSH,Om Sindoori Hot,0.00,0.0000,Nan,Nan,Nan
4554,OA,Omax Autos,39.80,-0.1000,0.10,-0.2506,0.2500
4555,O02,Omaxe,67.10,-0.1000,0.10,-0.1488,0.1500
4556,OMC,OMC Computers L,0.00,0.0000,Nan,Nan,Nan
4557,OAS,Omega Ag-Seeds,4.52,0.0000,0,0.0000,0
4558,OL,Omega Lab,2.50,-0.2500,Nan,-9.0909,Nan
4559,OO,Omkar Overseas,1.03,0.0000,0.04,0.0000,4.04
4560,OPL,Omkar Pharma,19.15,0.0000,0,0.0000,0
4561,OSC01,Omkar Special,6.94,-0.0800,-0.81,-1.1396,-10.4500
4562,OAS01,Omni Axs Soft,1.85,0.0000,0.05,0.0000,2.78
4563,ODC,Omni Dye-Chem,1.23,-0.0600,Nan,-4.6512,Nan
4564,OI01,Omega Int Tech,99.30,0.0000,0,0.0000,0
4565,OIL,Omnitel Ind,0.00,0.0000,Nan,Nan,Nan
4566,OI03,Omnitex Ind,18.00,0.0000,0,0.0000,0
4567,OC03,Unifrax India,118.00,3.0000,Nan,2.6087,Nan
4568,OCA,Onelife Capital,6.99,0.0000,0,0.0000,0
4569,AJ,OneSource Ideas,17.80,-0.9000,-0.90,-4.8128,-4.8100
4570,ONG,ONGC,69.15,-0.1500,0.25,-0.2165,0.3600
4571,ONG01,ONGC FPO,NT*,0.0000,Nan,0.0000,Nan
4572,OF,Onida Finance,4.10,-1.3500,Nan,-24.7706,Nan
4573,OS02,Onida Savak,2.88,-0.0700,Nan,-2.3729,Nan
4574,OG01,OnMobile Global,43.35,-1.3000,-1.10,-2.9115,-2.4700
4575,OF04,Oceanic Foods,40.00,0.1000,1.85,0.2506,4.8500
4576,OS07,Ontrack Systems,1.47,0.0000,0,0.0000,0
4577,OT,Onward Tech,63.25,0.4000,-0.20,0.6364,-0.3200
4578,OI11,Omnitech Infoso,1.07,0.0000,0,0.0000,0
4579,OLT,Opal Luxury,NT*,0.0000,Nan,0.0000,Nan
4580,OPG,OPG Metals,0.00,0.0000,Nan,Nan,Nan
4581,OT02,Optel Telecom,2.95,0.1000,Nan,3.5088,Nan
4582,AF02,Optiemus Infra,59.25,2.8000,10.4,4.9601,21.29
4583,TF04,Optimus Finance,23.30,-1.2000,-1.20,-4.8980,-4.9000
4584,OCI01,Opto Circuits,5.19,0.0300,0.01,0.5814,0.1900
4585,OC11,Olympic Cards,4.28,0.0000,0,0.0000,0
4586,OC09,Orbit Corp,2.10,0.0000,0,0.0000,0
4587,OE,Orbit Exports,56.85,-0.8000,0.35,-1.3877,0.6200
4588,OM01,THINKINK PICTUR,23.75,1.0500,1.70,4.6256,7.7100
4589,OP01,Orbit Polyester,2.30,0.4500,Nan,24.3243,Nan
4590,OCP,Orchid Pharma,5.25,0.0000,0,0.0000,0
4591,OI04,Orde Industries,1.50,0.0000,Nan,0.0000,Nan
4592,OT03,Orde Textiles,1.30,0.0000,Nan,0.0000,Nan
4593,OC01,Organic Chemoil,1.00,0.0000,Nan,0.0000,Nan
4594,OC02,Organic Coating,4.64,-0.2400,-0.75,-4.9180,-13.9100
4595,OE03,Omansh Ente,0.33,0.0000,0,0.0000,0
4596,OA01,Orient Abrasive,20.30,0.4500,-0.30,2.2670,-1.4600
4597,OCI,Orient Bell,107.10,7.6500,9.05,7.6923,9.2300
4598,OB,Orient Beverage,58.95,0.1000,1.95,0.1699,3.4200
4599,OC10,One97 Comm,NT*,0.0000,Nan,0.0000,Nan
4600,ORIEN54130,Orient Electric,179.35,-1.9500,1.95,-1.0756,1.1000
4601,OF01,Orient Fabritex,2.30,0.0000,Nan,0.0000,Nan
4602,OGP,Orient Green,1.80,0.0200,0.04,1.1236,2.2700
4603,OIT,Orient Info,3.82,-0.2700,Nan,-6.6015,Nan
4604,OOL01,Orient Organics,0.00,0.0000,Nan,Nan,Nan
4605,OPI,Orient Paper,16.30,-0.1500,-0.05,-0.9119,-0.3100
4606,OP02,Orient Press,83.60,0.0000,-0.1,0.0000,-0.12
4607,OR01,Orient Refract,198.00,-0.3500,12.40,-0.1765,6.6800
4608,OS03,Orient Syntex,3.00,0.0000,Nan,0.0000,Nan
4609,OT05,SDC Tech,7.30,0.0000,0,0.0000,0
4610,OV,Orient Vegetexp,1.70,0.0000,Nan,0.0000,Nan
4611,CAP,ORIENTAL AROMAT,344.85,-6.1500,-17.15,-1.7521,-4.74
4612,OBC,Oriental Bank,43.25,0.0000,3.4,0.0000,8.53
4613,OCC,Oriental Carbon,760.00,10.5000,0.55,1.4009,0.0700
4614,OH,Oriental Hotels,21.05,0.1000,0.45,0.4773,2.1800
4615,OHD,Oriental Hsg,0.00,0.0000,Nan,Nan,Nan
4616,OII,Oriental Indust,28.00,1.0000,Nan,3.7037,Nan
4617,ORH,Oriental Remedy,3.85,-1.1500,Nan,-23.0000,Nan
4618,OT6,Oriental Trimex,9.34,0.4400,0.14,4.9438,1.5200
4619,OE01,Orind Exports,3.17,-0.1600,Nan,-4.8048,Nan
4620,OAC,Orion Acids,3.00,-0.9000,Nan,-23.0769,Nan
4621,O03,Oripro,17.75,0.0000,0,0.0000,0
4622,O,Oriqua,1.00,0.0000,Nan,0.0000,Nan
4623,OBC01,Orissa Bengal C,29.75,0.5000,-1.25,1.7094,-4.0300
4624,OE02,Orissa Extrusio,2.00,0.3000,Nan,17.6471,Nan
4625,OI05,Orissa Ind,5.90,-2.0000,Nan,-25.3165,Nan
4626,OLL,Orissa Lamps,0.00,0.0000,Nan,Nan,Nan
4627,OLL01,Orissa Luminair,0.00,0.0000,Nan,Nan,Nan
4628,OMD,Orissa Minerals,2328.15,110.4000,330.30,4.9780,16.5300
4629,OSI,Orissa Sponge,219.40,0.0000,0,0.0000,0
4630,OOL,Orissaa Organic,0.00,0.0000,Nan,Nan,Nan
4631,OI,Orkay Ind,1.00,0.0000,Nan,0.0000,Nan
4632,SSI08,Orosil Smiths,3.28,0.0000,0,0.0000,0
4633,OS06,Orpine Systems,1.00,0.0000,Nan,0.0000,Nan
4634,OC05,Opal Industries,2.40,0.1100,Nan,4.8035,Nan
4635,OL01,Kalpavriksha,24.00,0.0000,Nan,0.0000,Nan
4636,OS04,Orton Synthetic,1.00,0.1500,Nan,17.6471,Nan
4637,OG,Oscar Global,5.95,-0.2000,-0.20,-3.2520,-3.2500
4638,OI06,Oscar Inv,4.73,0.0000,0,0.0000,0
4639,OC08,Oseaspre Con,17.95,16.9500,Nan,1695.0000,Nan
4640,OCL02,Osho Ceramics L,0.00,0.0000,Nan,Nan,Nan
4641,OT07,Osiajee,38.30,0.3500,1.45,0.9223,3.9300
4642,OC07,Osian Chemicals,1.60,0.0100,Nan,0.6289,Nan
4643,OAM,Oswal Agro,9.40,-0.1900,-0.08,-1.9812,-0.8400
4644,OAF,Oswal Agro Fur,3.30,0.0000,Nan,0.0000,Nan
4645,OCF,Oswal ChemandFe,4.74,0.1200,Nan,2.5974,Nan
4646,OG02,Oswal Greentech,12.18,0.5800,0.20,5.0000,1.6700
4647,OLC,Oswal Leasing,10.31,-0.5400,Nan,-4.9770,Nan
4648,OM02,Oswal Minerals,NT*,0.0000,Nan,0.0000,Nan
4649,OOL02,Oswal Overseas ,3.09,0.0000,0,0.0000,0
4650,OSW,Oswal Spinning,1.13,0.0000,0,0.0000,0
4651,OY,Oswal Yarns,3.57,0.1700,0.17,5.0000,5.0000
4652,OI09,Otco Intl,11.50,0.0000,-0.25,0.0000,-2.13
4653,OEC,Otis Elevator,318.00,3.0000,Nan,0.9524,Nan
4654,OPE,Otoklin Plants,0.65,-0.1500,Nan,-18.7500,Nan
4655,OSM,Oudh Sugar Mill,130.75,0.0000,0,0.0000,0
4656,OSF,Oversanmar,2.35,0.0500,Nan,2.1739,Nan
4657,OS08,Overseas Syn,2.08,0.0000,0,0.0000,0
4658,OF02,Ovobel Foods,31.50,0.0000,-1.00,0.0000,-3.0800
4659,OAL,Oxemberg Appare,0.00,0.0000,Nan,Nan,Nan
4660,OI07,Oxford Ind,0.78,0.0000,0,0.0000,0
4661,OW,Ozone World,81.55,0.2500,1.55,0.3075,1.9400
4662,PAS,P A Seafood Exp,0.00,0.0000,Nan,Nan,Nan
4663,F01,EPIC Energy,5.50,0.0000,0,0.0000,0
4664,PCP01,Punjab Chemical,656.80,12.3500,34.55,1.9164,5.5500
4665,PRC01,P R Cements Ltd,0.00,0.0000,Nan,Nan,Nan
4666,PDP,Paam Drugs,3.00,0.0000,Nan,0.0000,Nan
4667,PP04,Paam Pharma,4.00,0.0000,Nan,0.0000,Nan
4668,PAL04,Pace Automation,0.00,0.0000,Nan,Nan,Nan
4669,DI09,Pacheli Ind,3.20,0.0000,0,0.0000,0
4670,PI02,Pacific Ind,163.25,27.1000,35.90,19.9045,28.1900
4671,PI29,PNC Infratech,157.45,1.2000,1.40,0.7680,0.9000
4672,PI41,Polycab,820.30,0.0000,-8.05,0.0000,-0.9700
4673,PCY,Padam Cotton,7.50,0.0000,-0.34,0.0000,-4.34
4674,PT06,Padmalaya Tele,1.62,-0.0600,-0.08,-3.5714,-4.7100
4675,PAP02,Padmanabh Alloy,28.60,-1.5000,Nan,-4.9834,Nan
4676,NI06,Padmanabh Ind,8.16,0.0000,-1.34,0.0000,-14.11
4677,PT08,Polymac Thermo,11.65,0.0000,0,0.0000,0
4678,PI35,Page Industries,21337.70,-41.8000,1640.95,-0.1955,8.3300
4679,PLF04,Pagita Leasing ,0.00,0.0000,Nan,Nan,Nan
4680,PCB,Paintex Chem,1.55,-0.5000,Nan,-24.3902,Nan
4681,SEI03,Paisalo Digital,421.00,8.9500,5.00,2.1721,1.2000
4682,PAL02,PAL Credit,1.31,0.0000,0,0.0000,0
4683,PAL03,PAL-Peugeot,0.60,-0.1000,Nan,-14.2857,Nan
4684,PS19,Palash Securiti,33.00,0.0000,0.6,0.0000,1.85
4685,PFS,Palaypu Fin Ser,1.00,0.0000,Nan,0.0000,Nan
4686,PM08,Palco Metals,18.60,0.0000,0,0.0000,0
4687,PJ02,Palm Jewels,31.00,0.0000,0,0.0000,0
4688,FS05,Palred Tech,25.80,1.2000,2.45,4.8780,10.4900
4689,PD04,Pals Distil,25.00,-1.0000,Nan,-3.8462,Nan
4690,ACF03,Palsoft Infosys,3.25,0.0000,0,0.0000,0
4691,PRL,Pam Raffia Ltd,0.00,0.0000,Nan,Nan,Nan
4692,PD,Pampasar Dist,16.00,0.0000,Nan,0.0000,Nan
4693,PTL03,Pamwi Tissues,0.00,0.0000,Nan,Nan,Nan
4694,PAI,Pan Asia,1.00,0.0000,Nan,0.0000,Nan
4695,PAG,Pan Asia Global,0.30,0.0000,Nan,0.0000,Nan
4696,PA01,Pan Auto,0.60,-0.1500,Nan,-20.0000,Nan
4697,PCC,Pan Clothing,1.00,0.0000,Nan,0.0000,Nan
4698,PD02,Pan Drugs,2.05,0.0000,Nan,0.0000,Nan
4699,PEI,Pan Electroncis,7.50,0.0000,0,0.0000,0
4700,PIC01,Pricol,44.50,-2.3000,-1.00,-4.9145,-2.2000
4701,PID,Pan India Drugs,0.00,0.0000,Nan,Nan,Nan
4702,PIR,Pan India Resor,0.25,0.0000,Nan,0.0000,Nan
4703,RTE01,Panachen Inn,21.60,0.9000,-0.20,4.3478,-0.9200
4704,PP02,Panama Petro,56.00,1.0000,2.15,1.8182,3.9900
4705,PEI03,Premier Energy,4.60,0.0000,0,0.0000,0
4706,PCC01,Panchmahal Cem,0.55,-0.1500,Nan,-21.4286,Nan
4707,PS07,Panchmahal Stee,28.40,1.3500,-0.40,4.9908,-1.3900
4708,PO02,Panchsheel Org,70.10,1.3500,5.20,1.9636,8.0100
4709,PHR,Panchvati Holid,0.00,0.0000,Nan,Nan,Nan
4710,PGI01,Pandian Graphit,1.00,0.0000,Nan,0.0000,Nan
4711,P01,Panjon,7.57,-0.2200,Nan,-2.8241,Nan
4712,PPL,Panjwani Packag,0.00,0.0000,Nan,Nan,Nan
4713,PAP,Pankaj Agro Pro,1.00,0.0000,Nan,0.0000,Nan
4714,PPT,Pankaj Piyush,37.45,-1.5500,0.55,-3.9744,1.4900
4715,PP03,Pankaj Polymers,3.44,0.1600,-0.17,4.8780,-4.7100
4716,PCM,Panyam Cements,7.55,0.0000,0,0.0000,0
4717,RAM,Paos Industries,11.00,0.0000,0,0.0000,0
4718,PEL03,Pappilon Export,0.00,0.0000,Nan,Nan,Nan
4719,MFA,Parab Infra,0.23,0.0000,0,0.0000,0
4720,PD06,Parabolic Drugs,2.53,0.0600,-0.08,2.4291,-3.0700
4721,PMF01,Parag Milk Food,105.50,-0.8500,4.45,-0.7992,4.4000
4722,PF04,Paragon Finance,13.37,0.0000,-0.17,0.0000,-1.26
4723,PT04,Parakram Techno,0.70,0.0000,Nan,0.0000,Nan
4724,PC01,Paramount Comm,6.90,0.0000,-0.21,0.0000,-2.9500
4725,PC15,Paramount Cosme,14.85,0.7000,-1.55,4.9470,-9.4500
4726,PP09,Golkonda Alum,3.00,-0.1500,-0.15,-4.7619,-4.7600
4727,PMT,Paras Magnetic ,0.00,0.0000,Nan,Nan,Nan
4728,PP05,Paras Petro,0.17,0.0000,0,0.0000,0
4729,PI03,Parasrampur Ind,0.95,-0.0500,Nan,-5.0000,Nan
4730,PS01,Parasrampur Syn,1.00,0.0000,Nan,0.0000,Nan
4731,PA07,Parekh Aluminex,10.14,0.0000,0,0.0000,0
4732,PD03,Parekh Dist,4.21,-1.0400,Nan,-19.8095,Nan
4733,PP06,Parekh Platinum,2.08,0.0000,Nan,0.0000,Nan
4734,PDI01,Parenteral Drug,2.50,0.0000,-0.08,0.0000,-3.1
4735,PIL01,Parichay Invest,7.98,0.0000,0,0.0000,0
4736,PTL01,Parijat Trading,0.00,0.0000,Nan,Nan,Nan
4737,PFI02,Pariksha Fin-In,12.50,0.0000,0,0.0000,0
4738,PF07,Sun Techno,0.22,0.0100,-0.01,4.7619,-4.3500
4739,PAE03,Park Avenue Eng,0.00,0.0000,Nan,Nan,Nan
4740,PDI,Parke Davis,149.70,0.6500,Nan,0.4361,Nan
4741,PAE02,Parker Agro,9.35,0.0000,-0.4,0.0000,-4.1
4742,PS13,Parle  Indus,11.22,-0.2900,1.26,-2.5195,12.6500
